Filename,File Size,Creation Date,Original Path
Codex_File_Type_Analysis.md,4.04 KB,04-16-26,/Users/steven/iterm2
skills-lock.json,225.00 B,04-13-26,/Users/steven/iterm2
ecosystem_enabled_disabled.md,9.12 KB,04-16-26,/Users/steven/iterm2
AI_CONFIG_ORGANIZATION_RECOMMENDATION.md,7.06 KB,04-11-26,/Users/steven/iterm2
AI_ECOSYSTEM_ENHANCEMENT_PLAN.md,1.52 KB,04-11-26,/Users/steven/iterm2
TOOLUNIVERSE_SKILLS_GUIDE.md,3.04 KB,04-16-26,/Users/steven/iterm2
AI_MERGE_SYSTEM_SUMMARY.md,4.97 KB,04-11-26,/Users/steven/iterm2
SYMLINK_ANALYSIS_REPORT.md,6.36 KB,04-16-26,/Users/steven/iterm2
AI_MERGE_AUTO_SETUP_COMPLETE.md,4.31 KB,04-11-26,/Users/steven/iterm2
ECOSYSTEM_COMPLETE_SUMMARY.md,11.18 KB,04-16-26,/Users/steven/iterm2
Codex_Complete_File_List_With_Sizes.txt,1.32 MB,04-11-26,/Users/steven/iterm2
baseline_metrics_report.md,2.66 KB,04-16-26,/Users/steven/iterm2
AI_ECOSYSTEM_ENHANCEMENT_README.md,2.07 KB,04-11-26,/Users/steven/iterm2
SYMLINK_ANALYSIS_SUMMARY.md,3.14 KB,04-16-26,/Users/steven/iterm2
CODING_STANDARDS.md,12.02 KB,04-16-26,/Users/steven/iterm2
audio-04-16-07:03.csv,1.15 KB,04-16-26,/Users/steven/iterm2
ai_router.py,5.68 KB,04-16-26,/Users/steven/iterm2
ai_ecosystem_audit.md,4.23 KB,04-11-26,/Users/steven/iterm2
iterm2-set.txt,907.10 KB,04-15-26,/Users/steven/iterm2
Codex_Complete_File_Listing.txt,1.52 MB,04-11-26,/Users/steven/iterm2
ai_dashboard.md,1.37 KB,04-11-26,/Users/steven/iterm2
Codex_File_Types_Breakdown.txt,1.58 KB,04-16-26,/Users/steven/iterm2
AI_MERGE_AUTO_SETUP_SUMMARY.md,5.73 KB,04-11-26,/Users/steven/iterm2
AI_MERGE_GITHUB_COMPLETE.md,7.59 KB,04-11-26,/Users/steven/iterm2
ecosystem_inventory.json,27.36 MB,04-11-26,/Users/steven/iterm2
SYMLINK_SETUP_CURRENT_STATE.md,1.12 KB,04-16-26,/Users/steven/iterm2
FILE_ORGANIZATION_ANALYSIS.md,11.16 KB,04-16-26,/Users/steven/iterm2
Codex_Directory_Analysis.md,3.42 KB,04-16-26,/Users/steven/iterm2
better-way.txt,478.54 KB,04-11-26,/Users/steven/iterm2
docs-02-10-16:59.csv,50.26 KB,04-11-26,/Users/steven/iterm2
monitor_ai_ecosystem.py,5.64 KB,04-16-26,/Users/steven/iterm2
SUPERPOWERS_BRAINSTORM_WRITING_PLANS_SUMMARY.md,7.61 KB,04-16-26,/Users/steven/iterm2
Codex_Full_Hierarchical_Tree.txt,396.77 KB,04-11-26,/Users/steven/iterm2
reorganize_files.sh,7.67 KB,04-16-26,/Users/steven/iterm2
MULTI_MODAL_AI_MERGE_SYSTEM_SUMMARY.md,6.08 KB,04-16-26,/Users/steven/iterm2
ITERM2_REVIEW.csv,6.57 KB,04-16-26,/Users/steven/iterm2
AGENTS.md,26.85 KB,04-11-26,/Users/steven/iterm2
ITERM2_REVIEW.md,26.15 KB,04-16-26,/Users/steven/iterm2
audio-04-16-04:38.csv,1.15 KB,04-16-26,/Users/steven/iterm2
docs-02-12-14:50.csv,56.60 KB,04-11-26,/Users/steven/iterm2
Codex_Tree_Structure.txt,7.97 KB,04-16-26,/Users/steven/iterm2
output.txt,655.21 KB,04-11-26,/Users/steven/iterm2
CLAUDE.md,14.03 KB,04-19-26,/Users/steven/iterm2
ai-merge-codex-lack.txt,115.89 KB,04-11-26,/Users/steven/iterm2
audio.txt,25.00 B,04-16-26,/Users/steven/iterm2
ORCHESTRATOR_SYSTEM_SUMMARY.md,6.70 KB,04-16-26,/Users/steven/iterm2
new.txt,904.97 KB,04-11-26,/Users/steven/iterm2
docs.txt,13.00 B,04-20-26,/Users/steven/iterm2
Codex_MASTER_INDEX.md,8.74 KB,04-16-26,/Users/steven/iterm2
event_log.py,1.23 KB,04-11-26,/Users/steven/iterm2/agent_ops
GIT_AI.md,1.16 KB,04-11-26,/Users/steven/iterm2/agent_ops
handoff.py,4.09 KB,04-11-26,/Users/steven/iterm2/agent_ops
tool_tracker.py,1.71 KB,04-11-26,/Users/steven/iterm2/agent_ops
hook_events.py,1.18 KB,04-11-26,/Users/steven/iterm2/agent_ops
__init__.py,57.00 B,04-11-26,/Users/steven/iterm2/agent_ops
spans.py,1.06 KB,04-11-26,/Users/steven/iterm2/agent_ops
google_accounts.json,80.00 B,04-15-26,/Users/steven/iterm2/gemini
mcp-server-enablement.json,167.00 B,04-16-26,/Users/steven/iterm2/gemini
GEMINI_V1_BACKUP.md,7.80 KB,04-16-26,/Users/steven/iterm2/gemini
state.json,167.00 B,04-15-26,/Users/steven/iterm2/gemini
oauth_creds.json,1.79 KB,04-11-26,/Users/steven/iterm2/gemini
hist.txt,1.17 MB,04-12-26,/Users/steven/iterm2/gemini
gemini-lvl.txt,843.28 KB,04-12-26,/Users/steven/iterm2/gemini
trustedFolders.json,134.00 B,04-11-26,/Users/steven/iterm2/gemini
update.sh,2.37 KB,04-11-26,/Users/steven/iterm2/gemini
